control_id,frontend_name,frontend_category,api_json_path,db_table,db_column_or_json_path,db_key_or_join,link_status,value_policy,null_policy,note
svg-slide-r33-well-engineering-card,R33_孔位Z参数面板,界面控件,$.control_values.svg-slide-r33-well-engineering-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r33-liquid-class,R33_液体类型,界面控件,$.control_values.svg-slide-r33-liquid-class,liquid_class_versions / liquid_class_profiles / needle_states.liquid_class_parameters_json,parameters_json / liquid_class_parameters_json,active version or needle state JSON,partial,JSON parameter path where present; missing key -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,液体类型参数在 JSON 中可映射一部分；截图中的部分字段未出现在示例 JSON。
svg-slide-r33-z-travel,R33_Z-Travel安全移动高度,界面控件,$.control_values.svg-slide-r33-z-travel,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-slide-r33-z-start,R33_Z-Start探液高度,界面控件,$.control_values.svg-slide-r33-z-start,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-slide-r33-z-end,R33_Z-End针尖最大下降深度,界面控件,$.control_values.svg-slide-r33-z-end,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-slide-r33-z-dispens,R33_Z-Dispens吸液/排液高度,界面控件,$.control_values.svg-slide-r33-z-dispens,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-slide-r33-pipette-card,R33_通道移液面板,界面控件,$.control_values.svg-slide-r33-pipette-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r33-pipette-well,R33_移液孔位,界面控件,$.control_values.svg-slide-r33-pipette-well,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r33-pipette-volume,R33_移液液量,界面控件,$.control_values.svg-slide-r33-pipette-volume,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r33-pipette-needle,R33_控制针,界面控件,$.control_values.svg-slide-r33-pipette-needle,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r34-barcode-roi-card,R34_条码ROI面板,界面控件,$.control_values.svg-slide-r34-barcode-roi-card,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-slide-r34-barcode-roi-left,R34_ROI Left,界面控件,$.control_values.svg-slide-r34-barcode-roi-left,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-slide-r34-barcode-roi-top,R34_ROI Top,界面控件,$.control_values.svg-slide-r34-barcode-roi-top,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-slide-r34-barcode-roi-width,R34_ROI Width,界面控件,$.control_values.svg-slide-r34-barcode-roi-width,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-slide-r34-barcode-roi-height,R34_ROI Height,界面控件,$.control_values.svg-slide-r34-barcode-roi-height,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-slide-r34-well-engineering-card,R34_孔位Z参数面板,界面控件,$.control_values.svg-slide-r34-well-engineering-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r34-liquid-class,R34_液体类型,界面控件,$.control_values.svg-slide-r34-liquid-class,liquid_class_versions / liquid_class_profiles / needle_states.liquid_class_parameters_json,parameters_json / liquid_class_parameters_json,active version or needle state JSON,partial,JSON parameter path where present; missing key -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,液体类型参数在 JSON 中可映射一部分；截图中的部分字段未出现在示例 JSON。
svg-slide-r34-z-travel,R34_Z-Travel安全移动高度,界面控件,$.control_values.svg-slide-r34-z-travel,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-slide-r34-z-start,R34_Z-Start探液高度,界面控件,$.control_values.svg-slide-r34-z-start,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-slide-r34-z-end,R34_Z-End针尖最大下降深度,界面控件,$.control_values.svg-slide-r34-z-end,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-slide-r34-z-dispens,R34_Z-Dispens吸液/排液高度,界面控件,$.control_values.svg-slide-r34-z-dispens,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-slide-r34-pipette-card,R34_通道移液面板,界面控件,$.control_values.svg-slide-r34-pipette-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r34-pipette-well,R34_移液孔位,界面控件,$.control_values.svg-slide-r34-pipette-well,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r34-pipette-volume,R34_移液液量,界面控件,$.control_values.svg-slide-r34-pipette-volume,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r34-pipette-needle,R34_控制针,界面控件,$.control_values.svg-slide-r34-pipette-needle,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r41-barcode-roi-card,R41_条码ROI面板,界面控件,$.control_values.svg-slide-r41-barcode-roi-card,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-slide-r41-barcode-roi-left,R41_ROI Left,界面控件,$.control_values.svg-slide-r41-barcode-roi-left,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-slide-r41-barcode-roi-top,R41_ROI Top,界面控件,$.control_values.svg-slide-r41-barcode-roi-top,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-slide-r41-barcode-roi-width,R41_ROI Width,界面控件,$.control_values.svg-slide-r41-barcode-roi-width,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-slide-r41-barcode-roi-height,R41_ROI Height,界面控件,$.control_values.svg-slide-r41-barcode-roi-height,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-slide-r41-well-engineering-card,R41_孔位Z参数面板,界面控件,$.control_values.svg-slide-r41-well-engineering-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r41-liquid-class,R41_液体类型,界面控件,$.control_values.svg-slide-r41-liquid-class,liquid_class_versions / liquid_class_profiles / needle_states.liquid_class_parameters_json,parameters_json / liquid_class_parameters_json,active version or needle state JSON,partial,JSON parameter path where present; missing key -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,液体类型参数在 JSON 中可映射一部分；截图中的部分字段未出现在示例 JSON。
svg-slide-r41-z-travel,R41_Z-Travel安全移动高度,界面控件,$.control_values.svg-slide-r41-z-travel,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-slide-r41-z-start,R41_Z-Start探液高度,界面控件,$.control_values.svg-slide-r41-z-start,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-slide-r41-z-end,R41_Z-End针尖最大下降深度,界面控件,$.control_values.svg-slide-r41-z-end,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-slide-r41-z-dispens,R41_Z-Dispens吸液/排液高度,界面控件,$.control_values.svg-slide-r41-z-dispens,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-slide-r41-pipette-card,R41_通道移液面板,界面控件,$.control_values.svg-slide-r41-pipette-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r41-pipette-well,R41_移液孔位,界面控件,$.control_values.svg-slide-r41-pipette-well,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r41-pipette-volume,R41_移液液量,界面控件,$.control_values.svg-slide-r41-pipette-volume,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r41-pipette-needle,R41_控制针,界面控件,$.control_values.svg-slide-r41-pipette-needle,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r42-barcode-roi-card,R42_条码ROI面板,界面控件,$.control_values.svg-slide-r42-barcode-roi-card,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-slide-r42-barcode-roi-left,R42_ROI Left,界面控件,$.control_values.svg-slide-r42-barcode-roi-left,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-slide-r42-barcode-roi-top,R42_ROI Top,界面控件,$.control_values.svg-slide-r42-barcode-roi-top,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-slide-r42-barcode-roi-width,R42_ROI Width,界面控件,$.control_values.svg-slide-r42-barcode-roi-width,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-slide-r42-barcode-roi-height,R42_ROI Height,界面控件,$.control_values.svg-slide-r42-barcode-roi-height,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-slide-r42-well-engineering-card,R42_孔位Z参数面板,界面控件,$.control_values.svg-slide-r42-well-engineering-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r42-liquid-class,R42_液体类型,界面控件,$.control_values.svg-slide-r42-liquid-class,liquid_class_versions / liquid_class_profiles / needle_states.liquid_class_parameters_json,parameters_json / liquid_class_parameters_json,active version or needle state JSON,partial,JSON parameter path where present; missing key -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,液体类型参数在 JSON 中可映射一部分；截图中的部分字段未出现在示例 JSON。
svg-slide-r42-z-travel,R42_Z-Travel安全移动高度,界面控件,$.control_values.svg-slide-r42-z-travel,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-slide-r42-z-start,R42_Z-Start探液高度,界面控件,$.control_values.svg-slide-r42-z-start,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-slide-r42-z-end,R42_Z-End针尖最大下降深度,界面控件,$.control_values.svg-slide-r42-z-end,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-slide-r42-z-dispens,R42_Z-Dispens吸液/排液高度,界面控件,$.control_values.svg-slide-r42-z-dispens,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-slide-r42-pipette-card,R42_通道移液面板,界面控件,$.control_values.svg-slide-r42-pipette-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r42-pipette-well,R42_移液孔位,界面控件,$.control_values.svg-slide-r42-pipette-well,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r42-pipette-volume,R42_移液液量,界面控件,$.control_values.svg-slide-r42-pipette-volume,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r42-pipette-needle,R42_控制针,界面控件,$.control_values.svg-slide-r42-pipette-needle,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r43-barcode-roi-card,R43_条码ROI面板,界面控件,$.control_values.svg-slide-r43-barcode-roi-card,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-slide-r43-barcode-roi-left,R43_ROI Left,界面控件,$.control_values.svg-slide-r43-barcode-roi-left,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-slide-r43-barcode-roi-top,R43_ROI Top,界面控件,$.control_values.svg-slide-r43-barcode-roi-top,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-slide-r43-barcode-roi-width,R43_ROI Width,界面控件,$.control_values.svg-slide-r43-barcode-roi-width,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-slide-r43-barcode-roi-height,R43_ROI Height,界面控件,$.control_values.svg-slide-r43-barcode-roi-height,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-slide-r43-well-engineering-card,R43_孔位Z参数面板,界面控件,$.control_values.svg-slide-r43-well-engineering-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r43-liquid-class,R43_液体类型,界面控件,$.control_values.svg-slide-r43-liquid-class,liquid_class_versions / liquid_class_profiles / needle_states.liquid_class_parameters_json,parameters_json / liquid_class_parameters_json,active version or needle state JSON,partial,JSON parameter path where present; missing key -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,液体类型参数在 JSON 中可映射一部分；截图中的部分字段未出现在示例 JSON。
svg-slide-r43-z-travel,R43_Z-Travel安全移动高度,界面控件,$.control_values.svg-slide-r43-z-travel,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-slide-r43-z-start,R43_Z-Start探液高度,界面控件,$.control_values.svg-slide-r43-z-start,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-slide-r43-z-end,R43_Z-End针尖最大下降深度,界面控件,$.control_values.svg-slide-r43-z-end,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-slide-r43-z-dispens,R43_Z-Dispens吸液/排液高度,界面控件,$.control_values.svg-slide-r43-z-dispens,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-slide-r43-pipette-card,R43_通道移液面板,界面控件,$.control_values.svg-slide-r43-pipette-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r43-pipette-well,R43_移液孔位,界面控件,$.control_values.svg-slide-r43-pipette-well,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r43-pipette-volume,R43_移液液量,界面控件,$.control_values.svg-slide-r43-pipette-volume,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r43-pipette-needle,R43_控制针,界面控件,$.control_values.svg-slide-r43-pipette-needle,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-slide-r44-barcode-roi-card,R44_条码ROI面板,界面控件,$.control_values.svg-slide-r44-barcode-roi-card,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-slide-r44-barcode-roi-left,R44_ROI Left,界面控件,$.control_values.svg-slide-r44-barcode-roi-left,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-slide-r44-barcode-roi-top,R44_ROI Top,界面控件,$.control_values.svg-slide-r44-barcode-roi-top,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
